Visit_Hour,Day_Type,Triage_Level,Doctor_Load,Staff_To_Patient_Ratio,Resource_Utilization_Rate,Bed_Occupancy_%,Num_Transfers,Num_Process_Steps,Loop_Count,Rework_Count,Repeated_Tests,Data_Error_Count,System_Downtime_Impact,Discharge_Bottleneck_Index,Wait_Time_Min,TAT_Min,Bed_Delay_Min,Admission_Delay_Min,Total_Delay_Min,Delay_Risk
5,1,1,21,0.12,94,94,2,6,0,1,0,0,0,32,105,63,92,32,292,1
21,0,2,28,0.23,62,96,4,7,0,0,0,0,0,16,81,48,78,29,236,1
17,1,3,56,0.19,66,61,1,5,0,0,1,0,1,31,104,101,53,38,296,1
7,1,3,21,0.09,89,81,2,6,0,2,1,1,0,11,143,87,48,54,332,1
6,1,3,45,0.24,53,96,1,5,0,0,1,0,1,36,86,89,68,27,270,1
0,1,2,21,0.2,72,75,6,10,1,0,0,0,1,20,94,84,61,28,267,1
20,0,2,27,0.11,84,92,0,4,0,1,0,0,0,1,119,47,60,26,252,1
15,0,1,58,0.18,60,92,2,7,0,1,0,0,0,25,109,30,65,26,230,0
11,1,2,57,0.45,61,62,3,6,1,2,1,1,0,38,88,57,69,39,253,1
5,1,2,52,0.19,58,93,1,6,1,1,1,0,0,16,105,75,61,38,279,1
19,0,2,43,0.37,64,87,3,8,0,0,1,0,0,51,79,64,69,27,239,1
1,0,1,57,0.33,94,78,1,6,1,2,0,0,0,35,77,64,65,18,224,0
13,0,2,42,0.24,86,68,1,4,2,1,2,1,0,33,86,114,39,31,270,1
3,0,3,58,0.16,54,84,2,5,0,0,0,0,0,18,128,26,63,42,259,1
0,1,3,27,0.22,68,97,1,4,1,0,1,0,0,31,78,59,63,29,229,0
22,1,3,38,0.32,60,90,3,8,0,3,0,0,0,49,71,37,80,23,211,0
17,0,3,54,0.21,58,76,2,5,0,0,1,1,0,21,94,62,72,43,271,1
12,0,2,14,0.15,84,95,2,7,0,2,0,1,0,49,90,78,79,44,291,1
1,0,3,34,0.1,99,80,0,4,1,0,1,1,0,44,121,110,74,50,355,1
8,0,2,33,0.45,76,52,2,5,1,0,0,0,0,38,59,52,44,19,174,0
20,0,3,38,0.25,62,84,4,8,0,0,1,0,0,53,90,53,85,29,257,1
1,0,3,47,0.33,61,73,2,7,0,0,0,0,0,57,73,35,74,22,204,0
8,1,3,42,0.27,58,56,2,5,0,0,1,1,0,17,85,55,37,34,211,0
0,1,2,19,0.44,91,84,2,5,0,0,2,1,0,50,43,116,57,20,236,1
10,1,1,46,0.3,77,70,3,7,1,0,1,0,0,23,88,82,55,26,251,1
2,0,1,42,0.27,62,50,4,9,1,0,2,0,0,0,90,87,25,27,229,0
19,0,1,32,0.47,69,93,4,9,0,0,0,0,0,40,67,33,91,31,222,0
22,0,1,20,0.37,62,55,1,4,0,0,1,1,1,1,47,110,13,26,196,0
3,1,1,33,0.1,76,88,2,5,2,0,0,0,0,39,136,31,81,41,289,1
17,0,2,33,0.13,75,83,6,9,1,1,0,0,0,23,141,43,62,43,289,1
22,0,2,16,0.4,78,67,6,9,0,0,1,0,0,39,57,69,56,17,199,0
5,1,3,59,0.43,78,74,2,5,0,0,1,0,1,51,87,123,86,27,323,1
2,0,2,30,0.3,71,64,4,9,0,2,1,1,0,1,67,78,48,28,221,0
21,1,2,29,0.3,58,96,2,5,2,1,0,0,0,26,72,38,62,23,195,0
10,1,3,19,0.33,73,81,0,4,0,1,2,1,0,1,44,84,38,27,193,0
14,0,2,34,0.25,91,91,0,3,0,0,0,0,1,22,69,106,74,28,277,1
21,1,3,56,0.36,68,98,5,8,0,2,0,0,1,32,96,82,85,29,292,1
4,0,1,45,0.1,87,99,1,6,0,0,1,1,0,33,140,80,70,53,343,1
19,1,1,57,0.48,80,67,2,7,1,0,1,1,0,31,76,72,66,37,251,1
9,0,2,56,0.39,88,80,0,5,0,0,1,1,0,2,71,85,65,28,249,1
11,1,1,24,0.33,64,78,1,5,0,0,0,0,0,54,50,35,79,22,186,0
14,0,2,53,0.19,81,64,2,7,0,0,0,0,0,26,98,52,58,23,231,1
16,1,2,49,0.12,95,72,0,3,0,0,0,1,0,11,109,52,65,39,265,1
9,1,2,49,0.23,97,87,4,9,0,2,0,0,0,7,102,61,55,36,254,1
5,1,1,59,0.35,95,90,1,5,1,0,1,0,1,19,92,131,69,29,321,1
17,0,2,15,0.34,78,60,2,5,0,0,1,0,0,51,43,73,58,7,181,0
12,0,2,46,0.22,83,64,1,4,0,1,0,1,0,57,95,28,65,46,234,1
2,1,2,11,0.33,58,72,2,6,1,0,1,0,0,16,50,59,54,22,185,0
23,0,1,21,0.42,84,52,2,7,1,1,0,0,0,44,50,57,41,7,155,0
9,1,1,13,0.06,55,68,3,8,1,2,0,0,0,32,195,50,67,62,374,1
13,0,1,32,0.25,86,50,1,6,0,2,1,0,0,54,69,82,64,15,230,0
5,1,1,22,0.39,63,73,2,7,1,1,1,1,0,10,49,83,39,30,201,0
2,0,3,26,0.3,96,98,0,4,0,1,0,1,0,8,46,77,48,31,202,0
15,1,1,40,0.34,99,60,1,5,2,3,1,1,0,33,66,78,48,32,224,0
6,1,3,25,0.28,98,79,0,5,1,1,0,1,0,43,54,91,72,25,242,1
19,1,3,50,0.5,58,99,4,8,1,0,0,0,1,56,78,76,83,19,256,1
13,1,1,35,0.07,68,60,2,5,0,0,0,0,0,42,185,43,64,56,348,1
8,0,2,37,0.27,72,88,1,6,0,2,0,0,0,6,69,38,40,16,163,0
14,1,3,10,0.09,90,50,5,8,2,1,1,0,0,15,148,72,35,50,305,1
20,0,3,56,0.12,77,61,1,4,1,0,0,0,1,26,126,67,53,32,278,1
2,0,2,21,0.22,65,53,3,6,0,1,0,0,0,14,82,52,32,21,187,0
1,1,3,46,0.12,75,74,2,7,0,0,0,0,0,23,136,62,49,42,289,1
1,0,3,59,0.48,87,57,1,6,1,1,0,1,0,36,73,65,62,32,232,1
2,0,2,29,0.48,89,64,1,6,2,0,1,0,0,48,49,81,65,17,212,0
17,0,3,11,0.2,74,92,3,7,1,1,0,0,0,39,77,45,81,24,227,0
13,1,2,45,0.34,84,79,2,7,0,2,0,0,1,57,78,99,87,32,296,1
19,0,2,24,0.29,54,89,0,3,0,1,1,0,0,18,51,57,63,18,189,0
17,0,3,47,0.42,56,81,1,6,0,1,0,1,0,52,67,49,77,35,228,0
9,1,3,31,0.33,72,93,0,4,2,1,0,0,0,22,66,51,76,18,211,0
1,1,2,53,0.05,74,84,2,7,0,0,0,0,0,38,249,43,86,71,449,1
21,0,1,59,0.39,50,70,2,6,1,2,1,0,0,30,85,58,64,24,231,1
0,1,2,41,0.39,71,80,2,5,0,1,0,0,0,29,70,45,81,20,216,0
3,0,3,29,0.28,53,85,3,6,0,1,0,0,0,6,74,45,70,21,210,0
13,0,2,45,0.46,77,76,4,7,1,1,0,0,0,58,83,54,57,21,215,0
0,0,3,42,0.46,97,93,2,5,1,0,0,0,0,44,73,84,86,15,258,1
13,1,3,24,0.29,63,57,2,5,0,1,1,1,0,58,71,66,56,28,221,0
15,0,2,59,0.32,82,72,3,6,0,2,0,0,1,49,97,114,80,32,323,1
21,1,1,55,0.5,53,72,3,7,1,3,0,0,0,49,85,37,80,27,229,0
13,1,2,12,0.18,91,91,1,4,1,1,0,0,1,2,65,111,64,19,259,1
19,0,2,38,0.2,60,82,0,5,1,1,0,0,0,37,71,41,52,25,189,0
2,1,2,56,0.13,88,62,2,6,0,0,0,0,1,47,118,94,63,26,301,1
2,1,2,36,0.45,81,88,3,7,1,1,0,0,0,29,63,46,79,24,212,0
8,1,2,14,0.39,53,84,1,6,1,0,0,1,0,59,50,40,83,31,204,0
5,1,2,40,0.1,50,65,2,7,1,1,1,0,0,9,143,60,45,40,288,1
12,1,2,31,0.49,75,61,5,10,1,2,0,0,0,33,66,44,46,17,173,0
20,0,2,44,0.38,82,80,5,10,2,0,1,0,0,12,98,69,56,26,249,1
1,1,1,16,0.43,66,54,3,8,0,1,1,1,0,38,46,80,43,16,185,0
7,0,2,15,0.07,76,99,4,7,0,0,2,0,1,12,170,146,71,51,438,1
20,0,2,35,0.28,91,89,3,7,1,1,1,1,0,24,75,90,62,22,249,1
1,0,2,10,0.36,54,93,4,9,0,2,2,1,1,40,59,123,59,28,269,1
3,0,1,28,0.29,56,74,4,9,2,0,1,0,0,33,70,69,46,20,205,0
14,0,3,16,0.35,74,70,7,11,0,1,0,1,0,39,78,66,61,36,241,1
3,0,2,45,0.42,57,52,1,5,0,1,0,0,0,39,58,46,45,14,163,0
12,1,2,21,0.22,83,97,2,5,0,3,0,0,0,39,74,69,85,26,254,1
11,1,3,29,0.43,90,59,3,7,0,0,0,0,0,33,64,55,53,18,190,0
12,1,2,32,0.12,53,72,0,5,1,0,0,1,0,14,106,29,65,45,245,1
13,0,2,34,0.17,61,66,3,7,0,1,1,0,0,2,99,71,58,31,259,1
19,1,3,39,0.07,80,91,2,7,0,2,2,0,0,51,173,86,88,56,403,1
17,1,3,38,0.21,60,84,2,6,1,1,0,1,0,58,89,54,86,38,267,1
5,1,3,40,0.22,86,74,1,5,0,0,0,1,0,45,81,51,54,32,218,0
10,0,3,27,0.41,93,51,0,3,1,0,0,0,0,21,40,71,39,14,164,0
1,1,1,50,0.34,85,76,2,7,0,1,0,0,0,33,87,61,60,27,235,1
22,0,1,28,0.25,94,95,2,5,1,0,0,1,0,4,73,58,61,33,225,0
18,1,2,13,0.34,71,58,2,5,0,2,1,1,0,40,49,69,54,19,191,0
18,0,2,10,0.07,50,98,2,7,1,1,1,0,1,21,167,94,70,54,385,1
4,0,2,50,0.13,99,53,2,6,1,0,0,0,1,59,117,112,62,36,327,1
18,0,3,24,0.33,53,75,4,7,2,4,0,0,0,28,65,26,60,15,166,0
1,1,2,17,0.34,85,81,2,6,0,1,1,0,0,7,51,83,63,16,213,0
9,1,2,24,0.4,57,78,3,7,1,0,1,0,0,33,49,66,70,15,200,0
1,0,3,24,0.23,74,71,2,5,0,0,0,1,0,3,70,64,39,38,211,0
10,1,3,59,0.38,77,96,3,6,2,1,2,0,0,53,78,80,71,19,248,1
17,0,2,48,0.36,87,62,1,4,1,1,0,0,0,51,65,66,50,20,201,0
23,0,3,31,0.48,85,72,5,9,0,0,0,0,1,24,72,94,51,23,240,1
14,1,3,27,0.15,85,80,2,7,0,0,2,0,0,59,97,112,93,21,323,1
8,1,2,25,0.3,92,90,1,6,0,1,1,0,0,49,59,80,82,15,236,1
22,1,1,11,0.32,90,85,5,8,1,2,1,0,1,22,59,122,70,17,268,1
18,0,1,45,0.5,95,89,3,7,1,2,0,0,0,24,69,77,56,8,210,0
8,0,2,29,0.14,53,80,2,5,2,4,0,0,0,33,102,31,60,34,227,0
2,1,2,25,0.29,62,64,2,6,1,0,0,0,0,43,55,30,65,16,166,0
20,0,3,12,0.21,87,63,2,7,1,1,0,0,1,5,70,69,40,23,202,0
8,1,3,39,0.29,94,84,2,7,0,2,0,0,1,33,82,105,76,28,291,1
13,0,3,11,0.15,74,73,3,6,1,2,1,1,0,20,96,49,49,36,230,0
18,1,3,44,0.07,52,79,1,4,0,0,0,0,0,43,174,20,76,43,313,1
6,1,3,35,0.31,81,79,1,6,1,2,0,0,0,29,69,53,44,6,172,0
15,0,2,14,0.2,88,76,2,6,0,0,0,0,0,58,68,67,81,25,241,1
15,1,1,11,0.13,50,98,2,7,0,0,1,1,0,55,104,51,111,46,312,1
0,1,3,29,0.2,60,89,0,4,1,3,2,0,0,2,72,68,58,20,218,0
3,0,2,43,0.07,51,63,3,6,2,1,1,0,0,14,197,51,56,64,368,1
3,1,2,43,0.48,54,94,0,5,1,2,1,1,0,20,49,35,59,29,172,0
6,0,2,29,0.31,71,96,0,3,1,0,0,1,0,18,55,51,77,30,213,0
7,1,3,59,0.42,95,60,2,7,1,2,0,1,0,18,94,85,35,41,255,1
16,0,2,34,0.24,62,96,3,6,0,0,1,0,0,48,76,76,86,18,256,1
4,1,3,29,0.46,97,93,0,5,0,0,1,0,0,45,45,76,90,24,235,1
6,1,2,34,0.27,72,75,1,6,2,1,0,0,0,33,72,38,49,17,176,0
19,1,2,23,0.31,96,70,3,6,2,3,0,0,0,54,63,53,60,22,198,0
19,1,1,56,0.27,80,58,1,6,0,0,0,1,0,13,82,43,29,31,185,0
3,0,3,53,0.38,84,96,3,8,0,1,0,0,0,3,90,48,38,32,208,0
5,0,1,52,0.3,87,50,1,6,1,2,1,0,0,30,81,72,61,22,236,1
6,0,3,52,0.17,90,93,1,6,1,0,0,0,1,45,114,108,87,41,350,1
17,0,1,48,0.12,84,55,2,5,0,2,0,0,0,10,130,68,28,42,268,1
4,0,2,21,0.32,94,50,3,6,0,1,0,0,0,43,64,55,48,31,198,0
19,0,2,57,0.27,62,71,0,5,2,0,2,2,0,44,77,67,44,34,222,0
2,0,2,14,0.09,56,62,1,6,0,2,0,0,0,10,132,47,33,41,253,1
6,1,1,11,0.23,54,87,3,6,0,0,0,1,0,48,63,47,89,32,231,1
21,1,2,25,0.28,78,98,1,6,1,1,0,0,0,3,63,68,38,12,181,0
13,1,3,39,0.42,57,94,5,9,0,1,1,0,0,15,78,52,49,30,209,0
6,1,2,56,0.08,57,90,1,4,0,1,0,0,0,56,174,28,84,45,331,1
4,0,1,52,0.21,56,89,1,6,0,1,0,0,1,55,94,87,88,24,293,1
21,0,3,47,0.42,68,80,5,9,0,1,0,0,0,37,86,63,56,28,233,1
4,0,1,54,0.34,88,64,2,7,1,1,1,0,0,5,83,82,30,13,208,0
22,1,2,51,0.18,72,99,1,6,1,0,0,1,0,17,94,64,62,35,255,1
1,0,2,33,0.43,85,51,2,7,0,1,0,0,1,52,61,95,52,23,231,1
20,1,2,39,0.27,91,80,1,5,0,1,1,0,0,24,70,80,29,16,195,0
21,0,2,46,0.27,81,75,1,5,0,2,1,0,0,23,81,90,54,28,253,1
5,0,3,48,0.49,94,51,3,6,0,0,0,0,1,51,76,106,42,26,250,1
14,0,2,20,0.48,53,60,3,8,1,1,0,0,0,38,47,44,47,8,146,0
20,0,2,23,0.21,79,82,3,8,0,1,0,0,1,46,74,85,77,15,251,1
9,1,2,32,0.11,91,67,1,5,0,0,1,1,0,8,123,79,36,46,284,1
22,1,3,25,0.2,88,70,2,7,1,1,1,2,0,36,79,65,57,43,244,1
23,0,2,59,0.06,54,80,3,8,0,1,0,0,0,33,229,37,61,70,397,1
6,1,3,30,0.06,52,75,2,7,0,0,1,0,0,33,198,49,47,54,348,1
4,0,3,13,0.23,71,79,0,4,1,0,0,0,0,39,52,52,67,17,188,0
0,0,3,42,0.47,77,88,1,6,1,0,0,0,0,55,56,50,87,21,214,0
12,0,3,56,0.44,71,70,1,6,1,2,0,0,0,39,73,68,69,20,230,0
20,0,1,23,0.28,71,98,1,4,1,3,1,2,0,36,56,72,71,48,247,1
17,1,3,28,0.3,83,65,3,8,2,2,1,0,0,27,61,78,44,14,197,0
12,0,2,14,0.05,78,56,1,5,1,2,1,0,0,49,216,67,60,65,408,1
20,0,3,45,0.15,92,71,0,4,0,1,0,1,0,47,103,64,87,40,294,1
20,1,2,40,0.06,91,56,3,8,1,2,1,1,0,10,222,90,43,72,427,1
17,0,3,54,0.39,62,51,2,5,0,1,0,0,0,13,74,28,37,33,172,0
4,1,2,27,0.12,56,86,3,8,1,0,2,0,0,58,119,89,77,35,320,1
12,0,2,53,0.44,59,63,2,7,0,2,0,0,0,25,80,50,43,21,194,0
3,0,3,40,0.34,77,57,2,7,0,2,0,1,0,59,72,56,42,26,196,0
16,0,1,39,0.15,53,78,2,6,0,0,0,1,0,59,111,48,76,48,283,1
2,0,2,30,0.12,81,93,5,10,0,1,0,0,0,7,133,49,49,46,277,1
16,0,2,56,0.33,71,56,0,4,0,0,1,0,0,27,75,53,45,28,201,0
10,0,3,39,0.46,69,87,2,5,1,0,0,0,0,19,62,52,65,17,196,0
20,1,1,50,0.37,97,94,2,7,0,1,1,0,0,59,78,71,101,23,273,1
19,0,1,13,0.21,69,71,2,6,1,2,0,0,0,24,72,35,42,22,171,0
22,1,1,14,0.31,55,93,2,6,1,1,1,1,0,9,61,48,51,21,181,0
20,1,1,50,0.19,58,66,0,4,1,2,1,0,0,53,85,59,76,20,240,1
3,0,3,54,0.5,77,65,3,8,0,1,0,0,0,10,73,50,35,32,190,0
1,1,3,19,0.39,62,82,1,4,1,0,0,0,0,25,52,33,58,21,164,0
19,0,2,36,0.33,80,88,0,4,1,0,1,1,0,22,64,96,52,26,238,1
15,1,2,25,0.24,88,84,3,8,1,1,0,0,0,18,77,72,72,18,239,1
17,0,3,39,0.33,99,87,1,5,0,2,0,0,1,17,67,110,64,23,264,1
7,1,1,22,0.2,63,81,1,5,0,1,0,0,0,49,75,52,63,32,222,0
2,1,2,45,0.06,71,52,4,9,0,2,0,0,0,18,224,48,52,66,390,1
8,0,2,30,0.23,86,52,1,5,0,1,0,0,1,38,69,117,66,20,272,1
19,1,1,54,0.47,94,57,4,8,0,3,0,0,0,39,77,90,40,30,237,1
5,0,2,49,0.33,73,95,2,7,1,1,1,0,0,14,75,77,74,20,246,1
9,0,2,54,0.09,57,80,2,5,1,1,1,0,1,15,163,80,57,50,350,1
20,0,1,24,0.45,64,58,1,4,0,1,1,0,0,19,46,67,28,14,155,0
9,0,1,29,0.17,90,54,2,5,1,1,0,0,0,18,88,63,40,19,210,0
12,0,3,29,0.16,55,77,0,3,0,0,0,0,0,10,95,40,52,31,218,0
16,1,1,54,0.18,72,64,1,6,0,2,0,0,0,6,99,61,23,22,205,0
8,1,3,14,0.31,74,98,7,12,1,0,2,0,0,18,73,86,89,20,268,1
16,1,1,41,0.3,80,76,4,7,1,0,1,1,0,23,85,74,51,23,233,1
23,0,3,15,0.27,95,91,2,7,1,0,0,0,0,30,54,67,73,15,209,0
8,1,3,39,0.37,78,80,0,3,0,0,0,1,1,51,64,89,72,35,260,1
8,1,3,35,0.19,72,89,4,8,0,3,0,1,0,47,100,57,74,41,272,1
0,1,3,46,0.4,59,67,2,6,2,0,0,1,0,7,81,30,37,27,175,0
1,1,2,22,0.13,58,87,2,6,2,1,0,1,0,49,111,44,77,50,282,1
15,1,2,38,0.4,98,98,1,4,0,3,0,0,0,23,59,78,59,12,208,0
0,0,2,14,0.35,62,53,3,7,1,0,0,1,0,7,51,51,35,22,159,0
9,0,1,34,0.36,81,70,3,6,0,0,0,1,0,12,71,56,32,38,197,0
17,1,1,22,0.27,98,96,1,6,0,0,1,0,0,9,66,100,71,20,257,1
7,0,3,33,0.35,94,91,2,6,1,2,0,0,0,18,59,51,57,23,190,0
20,0,2,40,0.09,90,72,1,5,1,0,0,0,0,49,138,65,65,41,309,1
10,1,2,29,0.43,50,94,0,4,1,0,0,0,0,22,44,64,72,18,198,0
22,1,3,17,0.07,50,71,4,9,1,1,0,1,0,56,172,49,84,61,366,1
1,0,2,18,0.12,86,50,1,4,1,2,1,1,0,41,107,86,68,41,302,1
7,1,2,30,0.31,89,74,4,8,0,2,0,0,0,32,70,71,69,29,239,1
21,0,3,29,0.38,67,90,3,7,1,0,0,1,0,29,66,48,56,33,203,0
7,0,1,24,0.08,85,77,1,4,2,0,0,0,0,29,146,59,74,40,319,1
16,1,2,35,0.46,80,86,3,7,0,0,0,1,0,28,60,62,56,23,201,0
14,0,3,51,0.49,50,60,1,5,0,1,1,0,0,36,68,60,43,28,199,0
16,0,3,20,0.32,96,71,0,4,2,0,0,1,0,34,40,79,55,18,192,0
22,0,3,46,0.27,85,74,2,5,0,2,0,1,1,8,89,99,52,38,278,1
23,1,2,50,0.38,58,70,0,4,0,2,0,2,0,7,67,41,68,44,220,0
12,1,3,20,0.2,71,85,3,8,0,1,0,1,0,47,76,63,72,28,239,1
18,1,1,36,0.27,77,69,2,5,0,3,0,0,0,24,86,47,81,22,236,1
4,1,1,39,0.46,75,65,2,6,0,1,0,0,1,56,71,93,75,22,261,1
11,0,2,28,0.48,59,77,2,7,1,0,1,1,0,41,43,71,61,21,196,0
0,1,2,43,0.47,96,78,4,9,1,2,0,0,1,50,73,98,81,29,281,1
22,1,2,47,0.17,52,99,0,5,1,1,1,1,0,45,94,56,71,39,260,1
4,1,2,32,0.15,51,75,0,5,1,2,0,0,1,54,88,56,67,17,228,0
7,1,1,10,0.18,86,89,2,7,1,1,0,0,0,36,79,55,63,25,222,0
12,0,2,12,0.25,80,51,3,7,1,2,1,0,0,37,60,68,55,19,202,0
7,0,3,12,0.19,82,98,3,8,2,1,1,0,0,7,76,71,74,28,249,1
22,0,2,37,0.22,81,59,1,4,0,0,0,0,0,25,78,72,48,17,215,0
10,1,1,23,0.33,92,62,1,5,0,0,0,1,1,10,42,84,39,33,198,0
0,1,2,39,0.39,61,64,0,4,0,0,0,0,0,39,60,51,55,15,181,0
12,0,2,14,0.38,52,58,2,7,0,1,0,0,1,22,55,72,27,21,175,0
18,1,2,58,0.42,97,76,2,7,1,1,1,1,0,31,76,91,57,35,259,1
23,1,2,24,0.06,75,57,4,8,0,1,0,0,0,44,208,44,56,69,377,1
2,0,2,47,0.07,63,55,3,6,1,2,2,0,0,0,196,93,54,54,397,1
23,0,3,23,0.41,61,85,0,4,0,0,0,1,0,48,46,38,63,24,171,0
16,1,1,23,0.29,75,99,2,6,1,1,0,1,0,47,70,39,86,31,226,0
4,1,2,58,0.31,65,73,2,7,0,1,0,0,0,53,88,44,56,24,212,0
19,1,2,17,0.07,57,52,1,4,1,0,1,0,0,8,154,57,39,37,287,1
20,0,2,17,0.16,98,75,5,10,2,2,0,1,0,39,112,61,67,49,289,1
7,0,1,28,0.34,98,85,0,5,0,0,1,0,0,27,51,88,76,15,230,0
13,0,1,41,0.44,77,70,0,5,0,0,0,1,0,32,50,44,58,32,184,0
3,0,2,40,0.46,56,62,3,8,0,2,0,1,0,31,66,34,54,19,173,0
10,1,3,38,0.28,64,60,2,5,1,2,0,1,0,7,75,52,43,31,201,0
19,0,3,50,0.3,90,57,3,8,0,2,1,1,0,36,82,90,49,32,253,1
14,0,2,20,0.42,85,95,3,8,1,0,0,0,0,17,50,59,67,12,188,0
18,1,3,54,0.29,57,95,1,4,0,0,0,0,0,6,87,38,59,25,209,0
6,1,1,22,0.28,59,97,4,8,0,2,0,0,0,17,74,55,56,23,208,0
18,1,3,36,0.46,64,63,4,9,1,1,0,0,0,47,74,57,67,19,217,0
18,0,2,28,0.41,67,82,0,4,0,1,0,0,0,11,49,46,71,15,181,0
10,1,2,35,0.46,95,51,3,8,1,1,1,0,0,3,59,62,21,14,156,0
4,1,3,46,0.15,86,50,5,10,0,0,1,0,0,12,128,88,39,44,299,1
4,0,3,57,0.29,90,60,2,5,1,2,0,0,0,10,96,61,54,30,241,1
21,0,3,18,0.43,94,55,0,3,0,2,1,0,0,15,37,81,39,13,170,0
7,1,1,37,0.1,92,81,1,5,1,1,1,0,0,43,139,80,87,35,341,1
9,0,3,41,0.41,93,64,1,6,0,1,0,0,0,13,65,79,54,22,220,0
5,1,3,12,0.13,84,61,3,6,0,1,0,1,0,15,97,63,33,43,236,1
14,1,2,41,0.41,51,86,1,6,1,1,1,1,0,51,67,58,71,35,231,1
15,0,1,14,0.33,71,78,0,5,0,0,0,1,0,52,48,45,82,16,191,0
16,1,1,17,0.14,64,93,2,6,0,2,0,1,0,21,95,57,47,42,241,1
7,0,3,23,0.26,86,71,2,7,0,3,1,0,1,17,72,118,42,24,256,1
7,0,2,12,0.36,88,95,0,3,0,1,0,0,0,39,37,79,80,11,207,0
8,0,2,33,0.34,85,63,2,6,1,1,0,1,0,24,66,60,44,30,200,0
1,1,2,22,0.24,54,68,3,6,2,1,1,0,0,34,72,70,45,21,208,0
14,0,2,52,0.45,97,54,0,4,0,0,0,1,0,6,58,59,35,24,176,0
17,0,2,38,0.28,64,84,1,5,2,0,1,0,0,19,67,62,72,14,215,0
2,1,2,17,0.28,76,74,2,7,1,3,0,0,0,26,53,73,49,10,185,0
16,1,3,51,0.08,65,99,1,5,0,1,0,0,0,28,176,61,66,51,354,1
3,1,2,40,0.46,85,87,0,4,0,2,0,1,0,9,53,73,54,26,206,0
3,1,3,35,0.13,87,58,1,6,0,1,1,0,0,10,115,82,58,45,300,1
13,0,2,27,0.29,67,56,1,5,1,2,1,0,0,19,50,78,32,18,178,0
8,0,1,27,0.41,84,67,2,6,0,0,1,0,0,32,50,98,45,15,208,0
8,0,2,16,0.15,74,51,1,4,0,2,0,1,0,42,81,66,55,33,235,1
22,1,2,57,0.29,71,59,5,8,0,0,0,0,0,36,109,49,69,31,258,1
17,1,2,47,0.16,80,93,3,8,1,1,0,1,0,53,116,71,74,46,307,1
9,0,3,57,0.39,86,51,1,5,0,1,0,0,0,12,76,56,55,19,206,0
20,1,2,25,0.3,83,94,2,7,1,3,0,0,0,15,55,44,48,17,164,0
3,1,1,42,0.44,72,57,3,8,2,4,0,0,0,10,75,44,25,14,158,0
11,0,1,12,0.45,65,56,2,7,1,1,0,0,0,4,41,43,27,12,123,0
7,0,2,47,0.34,55,84,3,6,0,2,0,1,0,37,91,43,68,32,234,1
1,1,3,13,0.38,64,72,3,8,0,2,0,0,0,2,40,49,41,4,134,0
21,1,2,45,0.3,67,57,3,7,1,0,0,0,1,58,83,78,54,27,242,1
12,1,2,13,0.22,87,70,2,5,2,1,0,0,0,1,60,49,19,16,144,0
20,0,2,51,0.34,62,82,1,4,1,2,0,0,0,52,69,45,75,19,208,0
15,0,2,18,0.46,73,96,2,5,1,2,0,1,0,37,42,30,73,16,161,0
1,0,2,49,0.24,62,50,0,4,0,1,0,0,0,9,88,53,34,26,201,0
10,0,1,26,0.19,50,61,2,7,1,2,0,0,0,5,83,34,28,26,171,0
9,0,2,26,0.22,97,60,2,7,1,2,0,0,0,20,74,54,42,29,199,0
14,1,1,42,0.25,85,97,1,4,2,3,0,1,0,30,77,59,71,37,244,1
16,1,1,29,0.08,98,79,2,5,1,1,1,0,0,33,159,94,58,48,359,1
7,1,3,23,0.27,67,53,2,7,1,0,0,0,1,48,63,90,48,20,221,0
17,0,1,31,0.27,97,83,2,6,1,1,0,0,0,31,73,81,70,27,251,1
22,0,3,36,0.31,82,72,4,7,2,0,0,0,0,28,82,63,43,22,210,0
8,0,3,52,0.21,87,81,2,5,1,1,0,1,0,57,98,63,76,37,274,1
7,1,2,12,0.33,92,52,3,7,0,2,0,0,0,53,56,62,51,10,179,0
13,0,2,33,0.45,55,77,1,4,1,0,0,0,0,0,49,31,40,8,128,0
17,0,1,39,0.48,66,53,3,7,1,3,0,1,0,32,65,43,56,33,197,0
21,1,3,17,0.31,53,99,1,6,1,2,1,0,0,37,44,69,85,14,212,0
19,0,2,31,0.07,63,61,2,7,1,1,1,1,0,16,168,58,46,49,321,1
19,1,2,34,0.49,79,73,0,3,1,0,0,0,0,33,54,81,65,20,220,0
20,0,1,19,0.37,95,82,2,7,1,2,0,0,0,48,55,58,77,12,202,0
11,0,3,58,0.2,69,52,2,6,0,2,0,0,0,15,113,60,30,35,238,1
18,1,1,38,0.12,57,53,0,3,1,2,0,0,0,6,118,56,33,36,243,1
13,1,2,49,0.11,51,79,2,6,0,0,1,0,0,35,136,40,56,44,276,1
16,1,2,10,0.13,86,55,0,5,2,1,2,0,0,12,74,112,38,15,239,1
23,1,1,30,0.07,53,98,2,7,2,2,0,0,1,19,173,74,36,46,329,1
20,1,2,48,0.46,59,79,5,10,0,1,1,0,0,3,87,45,18,33,183,0
2,1,3,33,0.29,69,57,1,4,2,0,0,0,0,4,66,32,38,28,164,0
22,0,3,18,0.36,84,67,2,6,0,0,1,0,1,15,52,128,60,18,258,1
6,0,3,53,0.42,97,65,3,6,1,1,0,0,0,59,79,81,67,17,244,1
16,1,2,35,0.41,59,55,2,7,0,0,0,1,0,8,56,41,27,24,148,0
